episode,timestep,reward
238,7165,-10.62766
239,7175,-10.653849
239,7195,-7.813984
239,7195,-5.407525
240,7215,-11.105077
240,7220,-8.302801
240,7220,-18.360121
241,7230,-6.129327
241,7250,-10.380592
242,7270,-7.123677
242,7270,-9.258603
242,7280,-11.236094
243,7300,-13.948309
243,7300,-5.403814
244,7320,-12.778794
244,7325,-9.517191
244,7340,-10.675941
246,7380,-11.038175
246,7385,-11.235391
246,7405,-11.284842
248,7440,-9.494533
248,7445,-32.341773
249,7470,-11.575646
249,7470,-16.126877
249,7480,-7.148636
249,7495,-9.139347
250,7515,-8.069801
250,7525,-5.332893
251,7530,-112.391788
251,7535,-9.965116
251,7550,-6.254011
252,7565,-7.48146
253,7595,-10.505731
253,7600,-27.986547
253,7600,-12.400293
254,7630,-12.024901
254,7635,-15.649388
254,7645,-8.313655
255,7660,-11.976653
255,7665,-11.57805
255,7675,-7.134801
256,7690,-4.484165
256,7695,-12.113131
256,7700,-9.869482
258,7750,-13.084029
258,7755,-11.8914
258,7760,-11.027793
259,7795,-8.132481
260,7820,-11.746752
260,7820,-20.786175
261,7830,-6.315366
261,7845,-14.22239
262,7860,-7.206313
262,7865,-8.108135
262,7875,-94.909959
263,7890,-4.500442
263,7905,-11.053947
263,7910,-8.662691
263,7910,-6.157488
264,7945,-6.452426
265,7950,-23.685105
265,7955,-8.163948
266,7985,-18.297668
266,7990,-6.941344
266,8000,-10.459437
266,8005,-8.75606
267,8010,-22.268172
268,8040,-8.994288
268,8050,-8.947667
268,8050,-12.090533
268,8055,-8.15652
269,8070,-13.425378
269,8090,-6.47036
270,8100,-11.332938
270,8115,-8.120871
271,8135,-14.058512
271,8140,-7.117172
272,8165,-25.096206
272,8180,-7.637132
273,8205,-11.94705
273,8210,-8.332699
273,8215,-17.360862
274,8225,-8.014487
275,8265,-25.412077
276,8280,-13.818379
276,8280,-13.828683
276,8280,-9.663905
276,8285,-12.045758
277,8315,-6.187259
277,8315,-9.095632
277,8325,-8.204326
278,8340,-9.842055
278,8345,-11.40558
278,8360,-8.383739
279,8370,-9.300546
279,8395,-9.332332
280,8400,-11.492982
280,8405,-15.805664
280,8410,-8.671855
281,8440,-12.879625
281,8440,-8.220762
281,8450,-9.10929
282,8470,-5.405997
282,8480,-13.996167
283,8495,-10.01656
283,8510,-7.217769
284,8540,-17.449051
285,8550,-29.028699
285,8550,-13.478698
285,8555,-8.215424
286,8590,-16.701995
286,8590,-6.981498
286,8595,-7.327391
287,8615,-13.335146
287,8635,-7.301585
288,8645,-10.871578
289,8675,-28.732874
289,8680,-6.265825
289,8680,-7.779058
289,8695,-14.645355
289,8695,-19.688887
291,8735,-10.044713
291,8750,-13.221415
292,8760,-12.115359
292,8765,-14.906582
293,8790,-10.134549
293,8795,-6.153492
293,8800,-21.151396
294,8830,-5.373941
294,8835,-14.270121
294,8835,-12.400204
295,8850,-10.564706
295,8855,-11.612012
295,8875,-8.055506
296,8885,-9.103525
296,8900,-9.453328
297,8915,-13.79793
297,8920,-8.026461
297,8925,-12.072081
297,8925,-7.173039
298,8945,-5.266704
298,8950,-9.000815
298,8960,-7.471315
299,8980,-6.25399
299,8980,-9.821779
299,8985,-11.027461
300,9010,-10.42269
300,9015,-6.341709
301,9040,-10.153381
302,9085,-13.372146
303,9095,-9.420549
303,9100,-30.348944
303,9105,-27.598384
304,9130,-6.075907
304,9135,-6.055774
305,9160,-14.239472
305,9170,-11.569328
305,9175,-7.363209
307,9210,-7.160373
307,9215,-9.441327
307,9215,-7.172514
307,9220,-97.786841
307,9220,-15.559119
308,9260,-7.197015
308,9260,-8.081118
308,9265,-10.270053
309,9270,-8.664275
309,9275,-10.300317
310,9305,-8.141561
310,9325,-8.78978
311,9340,-13.140135
312,9360,-6.139646
312,9365,-16.369068
312,9370,-23.67345
312,9385,-16.168178
313,9395,-9.910919
314,9420,-11.752306
314,9420,-9.478408
314,9430,-10.772377
315,9450,-11.878117
315,9460,-7.061048
316,9485,-11.741846
316,9490,-10.63242
316,9490,-5.383657
316,9490,-16.991257
316,9505,-10.193617
318,9545,-11.058412
318,9560,-12.495098
319,9570,-13.79075
319,9590,-5.295804
319,9590,-18.332837
320,9610,-11.578898
320,9620,-8.879477
321,9630,-7.21426
321,9650,-64.323469
322,9660,-7.11126
322,9670,-10.776874
323,9695,-11.861775
323,9700,-9.177841
323,9705,-8.131244
324,9730,-6.141947
324,9740,-7.149986
324,9745,-13.193332
325,9750,-64.126724
325,9760,-5.26198
326,9780,-13.488544
326,9795,-9.147483
326,9800,-7.278544
326,9805,-10.748939
326,9805,-11.397277
327,9830,-5.2752
328,9855,-8.937445
328,9860,-15.403431
328,9865,-11.351545
329,9880,-9.01393
330,9900,-24.703888
330,9910,-10.436822
330,9920,-7.343228
330,9925,-11.591228
331,9935,-13.547234
331,9940,-5.294966
331,9950,-8.648408
332,9975,-9.390272
332,9975,-7.025978
333,10005,-5.433791
333,10010,-6.325488
333,10015,-14.468767
333,10015,-11.828117
334,10030,-23.48676
334,10045,-7.069251
335,10060,-7.933168
335,10065,-8.72345
335,10065,-6.161
335,10070,-10.620381
336,10095,-5.289351
336,10100,-6.229595
336,10105,-11.185421
337,10135,-7.259576
338,10140,-13.038978
338,10145,-16.514454
338,10155,-9.077747
339,10180,-6.2363
339,10190,-15.321941
340,10200,-7.922976
340,10220,-15.456208
341,10240,-7.30054
341,10245,-4.411711
341,10250,-12.690806
342,10265,-12.831966
343,10300,-6.098083
343,10305,-10.449467
343,10315,-11.828829
344,10330,-15.768166
345,10350,-8.127551
345,10355,-113.3567
345,10370,-14.09265
346,10395,-11.755989
346,10400,-5.345335
346,10405,-10.040681
346,10405,-9.021177
347,10420,-17.107464
348,10445,-6.951876
348,10445,-8.567528
348,10460,-11.054117
349,10475,-9.781812
349,10490,-8.097044
350,10510,-19.133844
350,10515,-7.421733
350,10520,-5.42982
350,10520,-14.235646
351,10535,-12.057971
351,10555,-6.193014
352,10560,-8.06424
352,10565,-9.734205
352,10570,-8.994906
352,10575,-7.195982
353,10595,-7.272177
353,10605,-8.14746
353,10615,-7.978333
354,10635,-7.220124
354,10645,-7.062717
355,10670,-17.577988
355,10670,-24.171755
356,10705,-6.138543
357,10720,-15.795256
357,10720,-9.578119
357,10720,-12.911172
358,10745,-55.09335
358,10755,-9.18788
358,10760,-7.112981
359,10770,-9.363703
359,10785,-6.9442
359,10790,-12.473063
359,10795,-6.86656
360,10805,-6.225633
360,10820,-6.245809
360,10825,-5.435235
361,10830,-12.771969
361,10830,-7.276508
362,10860,-6.194264
362,10870,-7.363079
362,10870,-7.318083
362,10870,-9.198652
362,10880,-13.547
363,10900,-7.053353
363,10910,-5.299534
364,10920,-9.218141
364,10925,-9.690447
364,10930,-5.367519
364,10945,-6.063237
365,10955,-14.241356
365,10965,-8.184843
366,10990,-6.230751
366,10990,-7.948382
366,10995,-12.45599
366,11005,-7.10352
368,11040,-6.214498
368,11040,-8.782179
368,11060,-12.893315
369,11070,-5.32057
369,11080,-7.068809
369,11095,-75.237762
370,11100,-18.80347
370,11100,-5.387287
370,11120,-6.932511
371,11130,-5.29872
371,11135,-14.431714
371,11150,-9.653362
372,11175,-8.031949
372,11175,-13.8473
372,11180,-11.61116
372,11185,-9.064128
373,11200,-8.784634
374,11220,-8.314854
374,11220,-6.29398
374,11235,-6.236896
374,11240,-10.461825
374,11245,-13.281628
375,11250,-5.300965
375,11270,-8.628337
376,11295,-10.579639
377,11310,-12.831232
377,11310,-12.422545
377,11325,-13.732593
377,11330,-10.393027
378,11345,-6.388054
378,11345,-8.840337
378,11355,-8.139711
379,11380,-6.336878
379,11385,-11.3155
379,11390,-7.948943
380,11405,-4.46206
380,11405,-9.179908
381,11440,-6.243832
381,11440,-6.195811
381,11455,-11.226657
382,11460,-26.907852
382,11475,-16.582073
382,11480,-6.943454
